test,file,gt_index,gt_label,pred_index,pred_label,correct,latency_mcu_ms,latency_pc_s,tensor_arena,free_ram,iteration,status,timestamp
22,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0001.raw,0,0,3,8,0,1092,1.8939063549041748,99328,246372,23,OK,2026-03-19 14:58:54
23,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0026.raw,0,0,0,0,1,1091,1.8941802978515625,99328,246372,24,OK,2026-03-19 14:58:57
24,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0061.raw,4,9,2,5,0,1092,1.8939430713653564,99328,246372,25,OK,2026-03-19 14:59:01
25,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0061.raw,1,3,0,0,0,1091,1.8947691917419434,99328,246372,26,OK,2026-03-19 14:59:05
26,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0130.raw,3,8,0,0,0,1092,1.8951084613800049,99328,246372,27,OK,2026-03-19 14:59:09
27,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0048.raw,0,0,0,0,1,1091,1.893688440322876,99328,246372,28,OK,2026-03-19 14:59:13
28,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0118.raw,3,8,3,8,1,1091,1.8941023349761963,99328,246372,29,OK,2026-03-19 14:59:17
29,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0100.raw,2,5,2,5,1,1091,1.8948466777801514,99328,246372,30,OK,2026-03-19 14:59:21
30,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0070.raw,0,0,3,8,0,1092,1.8946864604949951,99328,246372,31,OK,2026-03-19 14:59:25
31,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0098.raw,3,8,0,0,0,1092,1.8951308727264404,99328,246372,32,OK,2026-03-19 14:59:29
32,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0067.raw,0,0,2,5,0,1091,1.894742488861084,99328,246372,33,OK,2026-03-19 14:59:33
33,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0032.raw,1,3,1,3,1,1091,1.8948843479156494,99328,246372,34,OK,2026-03-19 14:59:37
34,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0067.raw,1,3,1,3,1,1092,1.893261194229126,99328,246372,35,OK,2026-03-19 14:59:40
35,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0009.raw,0,0,0,0,1,1092,1.8957631587982178,99328,246372,36,OK,2026-03-19 14:59:44
36,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0039.raw,4,9,2,5,0,1091,1.8949964046478271,99328,246372,37,OK,2026-03-19 14:59:48
37,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0053.raw,0,0,3,8,0,1092,1.894909381866455,99328,246372,38,OK,2026-03-19 14:59:52
38,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0035.raw,0,0,0,0,1,1091,1.8944191932678223,99328,246372,39,OK,2026-03-19 14:59:56
39,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0012.raw,3,8,3,8,1,1092,1.8966267108917236,99328,246372,40,OK,2026-03-19 15:00:00
40,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0086.raw,1,3,3,8,0,1092,1.8945364952087402,99328,246372,41,OK,2026-03-19 15:00:04
41,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0077.raw,1,3,1,3,1,1091,1.8968079090118408,99328,246372,42,OK,2026-03-19 15:00:08
42,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0080.raw,1,3,0,0,0,1091,1.8942067623138428,99328,246372,43,OK,2026-03-19 15:00:12
43,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0141.raw,3,8,3,8,1,1091,1.8932571411132812,99328,246372,44,OK,2026-03-19 15:00:15
44,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0099.raw,3,8,3,8,1,1091,1.894380807876587,99328,246372,45,OK,2026-03-19 15:00:19
45,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0086.raw,0,0,3,8,0,1092,1.8946304321289062,99328,246372,46,OK,2026-03-19 15:00:23
46,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0034.raw,3,8,2,5,0,1092,1.895256519317627,99328,246372,47,OK,2026-03-19 15:00:27
47,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0038.raw,1,3,1,3,1,1091,1.8944063186645508,99328,246372,48,OK,2026-03-19 15:00:31
48,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0064.raw,0,0,3,8,0,1091,1.8947601318359375,99328,246372,49,OK,2026-03-19 15:00:35
49,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0036.raw,0,0,0,0,1,1091,1.8953287601470947,99328,246372,50,OK,2026-03-19 15:00:39
50,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0024.raw,0,0,3,8,0,1091,1.895522117614746,99328,246372,51,OK,2026-03-19 15:00:43
51,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0051.raw,1,3,1,3,1,1091,1.894752025604248,99328,246372,52,OK,2026-03-19 15:00:47
52,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0017.raw,4,9,0,0,0,1091,1.894197940826416,99328,246372,53,OK,2026-03-19 15:00:51
53,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0025.raw,4,9,1,3,0,1091,1.8947243690490723,99328,246372,54,OK,2026-03-19 15:00:55
54,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0022.raw,1,3,0,0,0,1092,1.8950426578521729,99328,246372,55,OK,2026-03-19 15:00:58
55,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0061.raw,4,9,2,5,0,1091,1.8941617012023926,99328,246372,56,OK,2026-03-19 15:01:02
56,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0097.raw,4,9,1,3,0,1091,1.8948147296905518,99328,246372,57,OK,2026-03-19 15:01:06
57,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0063.raw,3,8,3,8,1,1091,1.895766258239746,99328,246372,58,OK,2026-03-19 15:01:10
58,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0068.raw,2,5,1,3,0,1092,1.894287109375,99328,246372,59,OK,2026-03-19 15:01:14
59,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0049.raw,4,9,0,0,0,1092,1.894559621810913,99328,246372,60,OK,2026-03-19 15:01:18
60,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0051.raw,1,3,1,3,1,1091,1.8962442874908447,99328,246372,61,OK,2026-03-19 15:01:22
61,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0033.raw,2,5,2,5,1,1091,1.892481803894043,99328,246372,62,OK,2026-03-19 15:01:26
62,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0084.raw,1,3,3,8,0,1092,1.8946359157562256,99328,246372,63,OK,2026-03-19 15:01:30
63,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0019.raw,2,5,2,5,1,1092,1.8945250511169434,99328,246372,64,OK,2026-03-19 15:01:34
64,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0072.raw,2,5,2,5,1,1091,1.8951199054718018,99328,246372,65,OK,2026-03-19 15:01:38
65,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0016.raw,1,3,1,3,1,1091,1.895207166671753,99328,246372,66,OK,2026-03-19 15:01:41
66,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0005.raw,0,0,1,3,0,1092,1.8953883647918701,99328,246372,67,OK,2026-03-19 15:01:45
67,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0101.raw,2,5,2,5,1,1091,1.8944878578186035,99328,246372,68,OK,2026-03-19 15:01:49
68,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0086.raw,4,9,1,3,0,1091,1.8948450088500977,99328,246372,69,OK,2026-03-19 15:01:53
69,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0082.raw,0,0,1,3,0,1092,1.894554853439331,99328,246372,70,OK,2026-03-19 15:01:57
70,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0025.raw,3,8,3,8,1,1092,1.8927783966064453,99328,246372,71,OK,2026-03-19 15:02:01
71,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0096.raw,4,9,4,9,1,1091,1.8947219848632812,99328,246372,72,OK,2026-03-19 15:02:05
72,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0034.raw,4,9,3,8,0,1092,1.8947780132293701,99328,246372,73,OK,2026-03-19 15:02:09
73,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0030.raw,4,9,0,0,0,1092,1.895496129989624,99328,246372,74,OK,2026-03-19 15:02:13
74,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0074.raw,4,9,3,8,0,1091,1.8920032978057861,99328,246372,75,OK,2026-03-19 15:02:17
75,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0096.raw,4,9,4,9,1,1091,1.8914270401000977,99328,246372,76,OK,2026-03-19 15:02:20
76,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0003.raw,1,3,1,3,1,1091,1.8941867351531982,99328,246372,77,OK,2026-03-19 15:02:24
77,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0166.raw,3,8,3,8,1,1092,1.8948442935943604,99328,246372,78,OK,2026-03-19 15:02:28
78,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0095.raw,4,9,2,5,0,1092,1.8947572708129883,99328,246372,79,OK,2026-03-19 15:02:32
79,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0026.raw,0,0,0,0,1,1092,1.8939235210418701,99328,246372,80,OK,2026-03-19 15:02:36
80,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0040.raw,1,3,1,3,1,1091,1.894324541091919,99328,246372,81,OK,2026-03-19 15:02:40
81,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0043.raw,2,5,3,8,0,1092,1.894735336303711,99328,246372,82,OK,2026-03-19 15:02:44
82,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0068.raw,4,9,4,9,1,1092,1.8922834396362305,99328,246372,83,OK,2026-03-19 15:02:48
83,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0050.raw,1,3,1,3,1,1092,1.8949658870697021,99328,246372,84,OK,2026-03-19 15:02:52
84,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0139.raw,3,8,3,8,1,1092,1.8949427604675293,99328,246372,85,OK,2026-03-19 15:02:55
85,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0013.raw,1,3,2,5,0,1091,1.8930909633636475,99328,246372,86,OK,2026-03-19 15:02:59
86,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0051.raw,3,8,3,8,1,1091,1.8920767307281494,99328,246372,87,OK,2026-03-19 15:03:03
87,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0079.raw,3,8,2,5,0,1092,1.8950881958007812,99328,246372,88,OK,2026-03-19 15:03:07
88,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0003.raw,0,0,0,0,1,1092,1.894960641860962,99328,246372,89,OK,2026-03-19 15:03:11
89,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0020.raw,1,3,0,0,0,1092,1.893791675567627,99328,246372,90,OK,2026-03-19 15:03:15
90,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0063.raw,3,8,3,8,1,1091,1.8925507068634033,99328,246372,91,OK,2026-03-19 15:03:19
91,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0089.raw,2,5,2,5,1,1092,1.893841028213501,99328,246372,92,OK,2026-03-19 15:03:23
92,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0017.raw,0,0,1,3,0,1092,1.8953454494476318,99328,246372,93,OK,2026-03-19 15:03:27
93,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0055.raw,0,0,1,3,0,1092,1.8949685096740723,99328,246372,94,OK,2026-03-19 15:03:31
94,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0106.raw,3,8,3,8,1,1091,1.8947079181671143,99328,246372,95,OK,2026-03-19 15:03:35
95,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0034.raw,4,9,3,8,0,1092,1.8953328132629395,99328,246372,96,OK,2026-03-19 15:03:38
96,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0051.raw,2,5,2,5,1,1092,1.8927052021026611,99328,246372,97,OK,2026-03-19 15:03:42
97,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0164.raw,3,8,3,8,1,1092,1.8942840099334717,99328,246372,98,OK,2026-03-19 15:03:46
98,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0110.raw,1,3,3,8,0,1091,1.8944263458251953,99328,246372,99,OK,2026-03-19 15:03:50
99,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0036.raw,0,0,0,0,1,1092,1.894589900970459,99328,246372,100,OK,2026-03-19 15:03:54
100,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0027.raw,0,0,4,9,0,1092,1.8945636749267578,99328,246372,101,OK,2026-03-19 15:03:58
101,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0047.raw,1,3,1,3,1,1091,1.8940680027008057,99328,246372,102,OK,2026-03-19 15:04:02
102,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0027.raw,3,8,3,8,1,1091,1.8952443599700928,99328,246372,103,OK,2026-03-19 15:04:06
103,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0009.raw,1,3,1,3,1,1091,1.8947887420654297,99328,246372,104,OK,2026-03-19 15:04:10
104,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0055.raw,2,5,2,5,1,1091,1.8958921432495117,99328,246372,105,OK,2026-03-19 15:04:13
105,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0048.raw,1,3,3,8,0,1092,1.8943519592285156,99328,246372,106,OK,2026-03-19 15:04:17
106,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0053.raw,0,0,3,8,0,1092,1.891988754272461,99328,246372,107,OK,2026-03-19 15:04:21
107,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0110.raw,2,5,2,5,1,1092,1.8947944641113281,99328,246372,108,OK,2026-03-19 15:04:25
108,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0028.raw,2,5,2,5,1,1091,1.8945181369781494,99328,246372,109,OK,2026-03-19 15:04:29
109,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0003.raw,2,5,3,8,0,1091,1.8966097831726074,99328,246372,110,OK,2026-03-19 15:04:33
110,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0042.raw,0,0,0,0,1,1091,1.8945600986480713,99328,246372,111,OK,2026-03-19 15:04:37
111,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0062.raw,1,3,1,3,1,1091,1.8944084644317627,99328,246372,112,OK,2026-03-19 15:04:41
112,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0017.raw,1,3,1,3,1,1091,1.8944189548492432,99328,246372,113,OK,2026-03-19 15:04:45
113,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0077.raw,2,5,2,5,1,1091,1.8945002555847168,99328,246372,114,OK,2026-03-19 15:04:49
114,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0034.raw,3,8,2,5,0,1091,1.894312858581543,99328,246372,115,OK,2026-03-19 15:04:52
115,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0012.raw,1,3,0,0,0,1092,1.895047664642334,99328,246372,116,OK,2026-03-19 15:04:56
116,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0105.raw,3,8,3,8,1,1091,1.8949801921844482,99328,246372,117,OK,2026-03-19 15:05:00
117,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0080.raw,0,0,0,0,1,1091,1.8948650360107422,99328,246372,118,OK,2026-03-19 15:05:04
118,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0022.raw,2,5,2,5,1,1091,1.8945274353027344,99328,246372,119,OK,2026-03-19 15:05:08
119,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0071.raw,0,0,0,0,1,1091,1.8945801258087158,99328,246372,120,OK,2026-03-19 15:05:12
120,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0070.raw,1,3,2,5,0,1091,1.8948450088500977,99328,246372,121,OK,2026-03-19 15:05:16
121,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0058.raw,3,8,3,8,1,1092,1.8947749137878418,99328,246372,122,OK,2026-03-19 15:05:20
122,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0055.raw,2,5,2,5,1,1091,1.8952550888061523,99328,246372,123,OK,2026-03-19 15:05:24
123,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0006.raw,4,9,2,5,0,1091,1.8956220149993896,99328,246372,124,OK,2026-03-19 15:05:28
124,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0021.raw,0,0,0,0,1,1092,1.895425796508789,99328,246372,125,OK,2026-03-19 15:05:31
125,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0057.raw,4,9,4,9,1,1092,1.8953220844268799,99328,246372,126,OK,2026-03-19 15:05:35
126,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0005.raw,2,5,2,5,1,1091,1.8949379920959473,99328,246372,127,OK,2026-03-19 15:05:39
127,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0060.raw,0,0,3,8,0,1092,1.8946142196655273,99328,246372,128,OK,2026-03-19 15:05:43
128,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0047.raw,3,8,0,0,0,1091,1.894705057144165,99328,246372,129,OK,2026-03-19 15:05:47
129,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0067.raw,4,9,4,9,1,1091,1.8944354057312012,99328,246372,130,OK,2026-03-19 15:05:51
130,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0062.raw,0,0,3,8,0,1091,1.8949875831604004,99328,246372,131,OK,2026-03-19 15:05:55
131,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0039.raw,3,8,2,5,0,1091,1.8948018550872803,99328,246372,132,OK,2026-03-19 15:05:59
132,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0090.raw,0,0,3,8,0,1091,1.895552396774292,99328,246372,133,OK,2026-03-19 15:06:03
133,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0010.raw,0,0,3,8,0,1092,1.8959746360778809,99328,246372,134,OK,2026-03-19 15:06:07
134,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0096.raw,1,3,4,9,0,1092,1.8953683376312256,99328,246372,135,OK,2026-03-19 15:06:10
135,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0048.raw,3,8,3,8,1,1092,1.8948090076446533,99328,246372,136,OK,2026-03-19 15:06:14
136,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0042.raw,1,3,2,5,0,1091,1.8946270942687988,99328,246372,137,OK,2026-03-19 15:06:18
137,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0041.raw,4,9,1,3,0,1091,1.8959136009216309,99328,246372,138,OK,2026-03-19 15:06:22
138,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0097.raw,1,3,0,0,0,1091,1.8938486576080322,99328,246372,139,OK,2026-03-19 15:06:26
139,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0007.raw,1,3,1,3,1,1091,1.8951706886291504,99328,246372,140,OK,2026-03-19 15:06:30
140,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0074.raw,0,0,3,8,0,1092,1.8945283889770508,99328,246372,141,OK,2026-03-19 15:06:34
141,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0001.raw,3,8,3,8,1,1091,1.895273208618164,99328,246372,142,OK,2026-03-19 15:06:38
142,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0009.raw,2,5,2,5,1,1092,1.8944542407989502,99328,246372,143,OK,2026-03-19 15:06:42
143,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0090.raw,2,5,4,9,0,1092,1.895002841949463,99328,246372,144,OK,2026-03-19 15:06:46
144,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0044.raw,4,9,2,5,0,1091,1.8921260833740234,99328,246372,145,OK,2026-03-19 15:06:49
145,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0092.raw,2,5,1,3,0,1091,1.8952770233154297,99328,246372,146,OK,2026-03-19 15:06:53
146,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0016.raw,2,5,2,5,1,1091,1.8937139511108398,99328,246372,147,OK,2026-03-19 15:06:57
147,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0017.raw,0,0,1,3,0,1091,1.894174575805664,99328,246372,148,OK,2026-03-19 15:07:01
148,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0027.raw,1,3,1,3,1,1091,1.8960027694702148,99328,246372,149,OK,2026-03-19 15:07:05
149,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0027.raw,4,9,3,8,0,1092,1.8931682109832764,99328,246372,150,OK,2026-03-19 15:07:09
150,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0062.raw,4,9,2,5,0,1092,1.8945894241333008,99328,246372,151,OK,2026-03-19 15:07:13
151,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0067.raw,0,0,2,5,0,1092,1.8948912620544434,99328,246372,152,OK,2026-03-19 15:07:17
152,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0124.raw,3,8,3,8,1,1091,1.8948307037353516,99328,246372,153,OK,2026-03-19 15:07:21
153,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0002.raw,4,9,1,3,0,1091,1.894472599029541,99328,246372,154,OK,2026-03-19 15:07:25
154,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0006.raw,2,5,2,5,1,1091,1.8953604698181152,99328,246372,155,OK,2026-03-19 15:07:28
155,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0177.raw,3,8,3,8,1,1092,1.8952507972717285,99328,246372,156,OK,2026-03-19 15:07:32
156,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0108.raw,1,3,0,0,0,1091,1.8954792022705078,99328,246372,157,OK,2026-03-19 15:07:36
157,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0093.raw,2,5,2,5,1,1092,1.8951191902160645,99328,246372,158,OK,2026-03-19 15:07:40
158,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0085.raw,0,0,1,3,0,1092,1.8930299282073975,99328,246372,159,OK,2026-03-19 15:07:44
159,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0101.raw,4,9,3,8,0,1091,1.8945086002349854,99328,246372,160,OK,2026-03-19 15:07:48
160,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0038.raw,4,9,1,3,0,1092,1.8949854373931885,99328,246372,161,OK,2026-03-19 15:07:52
161,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0074.raw,2,5,2,5,1,1092,1.8925118446350098,99328,246372,162,OK,2026-03-19 15:07:56
162,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0095.raw,4,9,2,5,0,1092,1.8942534923553467,99328,246372,163,OK,2026-03-19 15:08:00
