test,file,gt_index,gt_label,pred_index,pred_label,correct,latency_mcu_ms,latency_pc_s,tensor_arena,free_ram,iteration,status,timestamp
48,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0020.raw,1,3,0,0,0,869,1.670905351638794,180000,165700,79,OK,2026-03-16 18:55:49
49,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0071.raw,4,9,4,9,1,869,1.6711513996124268,180000,165700,80,OK,2026-03-16 18:55:52
50,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0082.raw,1,3,0,0,0,869,1.6720595359802246,180000,165700,81,OK,2026-03-16 18:55:56
51,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0042.raw,2,5,2,5,1,870,1.6715023517608643,180000,165700,82,OK,2026-03-16 18:56:00
52,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0104.raw,1,3,4,9,0,869,1.67173433303833,180000,165700,83,OK,2026-03-16 18:56:03
53,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0035.raw,2,5,2,5,1,870,1.6699962615966797,180000,165700,84,OK,2026-03-16 18:56:07
54,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0064.raw,1,3,1,3,1,869,1.6713879108428955,180000,165700,85,OK,2026-03-16 18:56:11
55,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0025.raw,1,3,1,3,1,870,1.672107219696045,180000,165700,86,OK,2026-03-16 18:56:15
56,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0004.raw,1,3,1,3,1,869,1.6721620559692383,180000,165700,87,OK,2026-03-16 18:56:18
57,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0024.raw,4,9,4,9,1,869,1.672332525253296,180000,165700,88,OK,2026-03-16 18:56:22
58,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0019.raw,1,3,4,9,0,869,1.6723644733428955,180000,165700,89,OK,2026-03-16 18:56:26
59,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0045.raw,4,9,1,3,0,869,1.6724519729614258,180000,165700,90,OK,2026-03-16 18:56:29
60,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0072.raw,2,5,2,5,1,869,1.6719989776611328,180000,165700,91,OK,2026-03-16 18:56:33
61,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0027.raw,2,5,0,0,0,869,1.6708378791809082,180000,165700,92,OK,2026-03-16 18:56:37
62,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0021.raw,1,3,0,0,0,870,1.6720638275146484,180000,165700,93,OK,2026-03-16 18:56:41
63,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0009.raw,2,5,3,8,0,869,1.6701843738555908,180000,165700,94,OK,2026-03-16 18:56:44
64,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0081.raw,1,3,1,3,1,870,1.6701955795288086,180000,165700,95,OK,2026-03-16 18:56:48
65,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0018.raw,3,8,0,0,0,869,1.6724557876586914,180000,165700,96,OK,2026-03-16 18:56:52
66,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0057.raw,4,9,4,9,1,869,1.6721560955047607,180000,165700,97,OK,2026-03-16 18:56:55
67,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0068.raw,2,5,2,5,1,869,1.6728620529174805,180000,165700,98,OK,2026-03-16 18:56:59
68,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0003.raw,1,3,1,3,1,869,1.6727051734924316,180000,165700,99,OK,2026-03-16 18:57:03
69,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0014.raw,2,5,2,5,1,870,1.672111988067627,180000,165700,100,OK,2026-03-16 18:57:07
70,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0067.raw,1,3,1,3,1,869,1.6723203659057617,180000,165700,101,OK,2026-03-16 18:57:10
71,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0157.raw,3,8,3,8,1,870,1.672349452972412,180000,165700,102,OK,2026-03-16 18:57:14
72,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0060.raw,3,8,3,8,1,869,1.6738426685333252,180000,165700,103,OK,2026-03-16 18:57:18
73,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0018.raw,1,3,1,3,1,869,1.672762393951416,180000,165700,104,OK,2026-03-16 18:57:21
74,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0074.raw,2,5,2,5,1,869,1.6721293926239014,180000,165700,105,OK,2026-03-16 18:57:25
75,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0001.raw,1,3,1,3,1,869,1.6734931468963623,180000,165700,106,OK,2026-03-16 18:57:29
76,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0038.raw,2,5,2,5,1,869,1.672537088394165,180000,165700,107,OK,2026-03-16 18:57:33
77,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0001.raw,0,0,0,0,1,870,1.6721839904785156,180000,165700,108,OK,2026-03-16 18:57:36
78,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0062.raw,2,5,2,5,1,869,1.6721413135528564,180000,165700,109,OK,2026-03-16 18:57:40
79,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0051.raw,2,5,2,5,1,869,1.6729857921600342,180000,165700,110,OK,2026-03-16 18:57:44
80,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0075.raw,3,8,3,8,1,870,1.6725761890411377,180000,165700,111,OK,2026-03-16 18:57:47
81,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0030.raw,1,3,1,3,1,869,1.6726784706115723,180000,165700,112,OK,2026-03-16 18:57:51
82,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0072.raw,2,5,2,5,1,869,1.6718895435333252,180000,165700,113,OK,2026-03-16 18:57:55
83,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0005.raw,2,5,2,5,1,869,1.6727557182312012,180000,165700,114,OK,2026-03-16 18:57:59
84,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0036.raw,1,3,1,3,1,869,1.672010898590088,180000,165700,115,OK,2026-03-16 18:58:02
85,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0156.raw,3,8,3,8,1,870,1.6721165180206299,180000,165700,116,OK,2026-03-16 18:58:06
86,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0102.raw,4,9,0,0,0,870,1.6725497245788574,180000,165700,117,OK,2026-03-16 18:58:10
87,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0026.raw,0,0,0,0,1,869,1.672452449798584,180000,165700,118,OK,2026-03-16 18:58:13
88,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0009.raw,2,5,3,8,0,870,1.6720609664916992,180000,165700,119,OK,2026-03-16 18:58:17
89,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0060.raw,1,3,1,3,1,869,1.6725142002105713,180000,165700,120,OK,2026-03-16 18:58:21
90,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0020.raw,4,9,4,9,1,870,1.6707019805908203,180000,165700,121,OK,2026-03-16 18:58:24
91,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0069.raw,0,0,0,0,1,869,1.6724305152893066,180000,165700,122,OK,2026-03-16 18:58:28
92,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0090.raw,4,9,4,9,1,870,1.6730244159698486,180000,165700,123,OK,2026-03-16 18:58:32
93,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0079.raw,1,3,1,3,1,869,1.6721386909484863,180000,165700,124,OK,2026-03-16 18:58:36
94,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0137.raw,3,8,3,8,1,869,1.6707496643066406,180000,165700,125,OK,2026-03-16 18:58:39
95,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0019.raw,2,5,2,5,1,869,1.6721975803375244,180000,165700,126,OK,2026-03-16 18:58:43
96,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0048.raw,4,9,4,9,1,870,1.6705801486968994,180000,165700,127,OK,2026-03-16 18:58:47
97,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0034.raw,0,0,0,0,1,870,1.672684907913208,180000,165700,128,OK,2026-03-16 18:58:50
98,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0149.raw,3,8,3,8,1,869,1.6710681915283203,180000,165700,129,OK,2026-03-16 18:58:54
99,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0054.raw,0,0,0,0,1,869,1.6715600490570068,180000,165700,130,OK,2026-03-16 18:58:58
